exp_id;amount;d_id;description;date;requested_by;approved_by;phase;phase_name;timeline_segment;expense_type;month;department_name;requester_name;approver_name
500345;750.00;2120;Engineering tools - Oct 2023;2023-10-18;10945904;64166280;2;Growth;marketplace_upgrade;software;2023-10;Software Engineering;Mia Thompson;Sofia Ramirez
500354;1916.74;6120;Transaction processing support - Oct 2023;2023-10-18;37959476;23070303;2;Growth;marketplace_upgrade;transaction_ops;2023-10;Transaction Operations;Ethan Park;Paris Morgan
500370;7288.65;2300;External security review;2023-10-18;23062302;23070303;2;Growth;marketplace_upgrade;security;2023-10;IT & Security;Bob Andrews;Paris Morgan
500371;5691.29;5100;Outside counsel - transaction framework;2023-10-18;23070303;NULL;2;Growth;marketplace_upgrade;legal;2023-10;Legal;Paris Morgan;NULL
500377;1720.00;7100;Client support platform - Oct 2023;2023-10-18;23070303;NULL;2;Growth;marketplace_upgrade;client_support;2023-10;Client Services;Paris Morgan;NULL
500388;10894.11;5100;Outside counsel - platform terms;2023-10-18;23070303;23062302;2;Growth;marketplace_upgrade;legal;2023-10;Legal;Paris Morgan;Bob Andrews
500391;690.00;2120;Engineering tools - Oct 2023;2023-10-18;10945904;23062302;2;Growth;marketplace_upgrade;software;2023-10;Software Engineering;Mia Thompson;Bob Andrews
500300;820.00;2300;External security review;2023-10-19;23062302;64166280;2;Growth;marketplace_upgrade;security;2023-10;IT & Security;Bob Andrews;Sofia Ramirez
500302;546.07;3100;Institutional partner travel - Oct 2023;2023-10-19;64166280;23062302;2;Growth;marketplace_upgrade;travel_partnerships;2023-10;Seller Partnerships;Sofia Ramirez;Bob Andrews
500313;9500.00;6120;Transaction processing support - Oct 2023;2023-10-19;37959476;23070303;2;Growth;marketplace_upgrade;transaction_ops;2023-10;Transaction Operations;Ethan Park;Paris Morgan
500319;1988.68;2300;security review;2023-10-19;23062302;64166280;2;Growth;marketplace_upgrade;security;2023-10;IT & Security;Bob Andrews;Sofia Ramirez
500339;750.00;3100;Institutional partner travel - Oct 2023;2023-10-19;23062301;63336966;2;Growth;marketplace_upgrade;travel_partnerships;2023-10;Seller Partnerships;Caesar Vallelonga;Marcus Lee
500303;5170.00;6120;reconciliation;2023-10-20;37959476;23070303;2;Growth;marketplace_upgrade;transaction_ops;2023-10;Transaction Operations;Ethan Park;Paris Morgan
500389;3108.25;6120;Transaction processing support - Oct 2023;2023-10-20;37959476;23062301;2;Growth;marketplace_upgrade;transaction_ops;2023-10;Transaction Operations;Ethan Park;Caesar Vallelonga
500355;1120.00;3100;Institutional partner travel - Oct 2023;2023-10-21;23062301;63336966;2;Growth;marketplace_upgrade;travel_partnerships;2023-10;Seller Partnerships;Caesar Vallelonga;Marcus Lee
500308;3510.00;6200;Recruitment services - Oct 2023;2023-10-22;23070303;23062301;2;Growth;marketplace_upgrade;recruiting;2023-10;People & Workplace;Paris Morgan;Caesar Vallelonga
500315;8160.00;6120;Transaction processing support - Oct 2023;2023-10-23;37959476;63336966;2;Growth;marketplace_upgrade;transaction_ops;2023-10;Transaction Operations;Ethan Park;Marcus Lee
500317;2970.00;2120;AWS Oct 2023;2023-10-23;69733054;64166280;2;Growth;marketplace_upgrade;hosting;2023-10;Software Engineering;Aisha Patel;Sofia Ramirez
500338;1780.00;2120;AWS Oct 2023;2023-10-23;37959476;23062301;2;Growth;marketplace_upgrade;hosting;2023-10;Software Engineering;Ethan Park;Caesar Vallelonga
500369;4240.00;6120;Transaction processing support - Oct 2023;2023-10-23;37959476;23070303;2;Growth;marketplace_upgrade;transaction_ops;2023-10;Transaction Operations;Ethan Park;Paris Morgan
500382;5850.00;3100;Institutional partner travel - Oct 2023;2023-10-23;63336966;23062301;2;Growth;marketplace_upgrade;travel_partnerships;2023-10;Seller Partnerships;Marcus Lee;Caesar Vallelonga
500384;1594.57;6200;Recruitment services - Oct 2023;2023-10-23;23070303;NULL;2;Growth;marketplace_upgrade;recruiting;2023-10;People & Workplace;Paris Morgan;NULL
500336;12761.58;7200;Paid media campaign - Oct 2023;2023-10-24;23070303;23062301;2;Growth;marketplace_upgrade;marketing;2023-10;Communications;Paris Morgan;Caesar Vallelonga
500299;7691.47;6200;Recruitment services - Oct 2023;2023-10-25;23070303;23062301;2;Growth;marketplace_upgrade;recruiting;2023-10;People & Workplace;Paris Morgan;Caesar Vallelonga
500331;1870.00;7200;Paid media campaign - Oct 2023;2023-10-25;23070303;23062301;2;Growth;marketplace_upgrade;marketing;2023-10;Communications;Paris Morgan;Caesar Vallelonga
500373;1760.00;7200;Paid media campaign - Oct 2023;2023-10-25;23070303;23062301;2;Growth;marketplace_upgrade;marketing;2023-10;Communications;Paris Morgan;Caesar Vallelonga
500393;1163.40;3100;Institutional partner travel - Oct 2023;2023-10-25;63336966;23070303;2;Growth;marketplace_upgrade;travel_partnerships;2023-10;Seller Partnerships;Marcus Lee;Paris Morgan
500301;70.00;2120;Engineering tools - Oct 2023;2023-10-26;72738553;64166280;2;Growth;marketplace_upgrade;software;2023-10;Software Engineering;Noah Chen;Sofia Ramirez
500376;4134.30;7200;Paid media campaign - Oct 2023;2023-10-26;23070303;23062302;2;Growth;marketplace_upgrade;marketing;2023-10;Communications;Paris Morgan;Bob Andrews
500381;200.00;2120;Engineering tools - Oct 2023;2023-10-26;69733054;23062301;2;Growth;marketplace_upgrade;software;2023-10;Software Engineering;Aisha Patel;Caesar Vallelonga
500387;3850.00;4200;Asset transport and handling;2023-10-26;60706330;23062301;2;Growth;marketplace_upgrade;logistics;2023-10;Logistics & Collections;Evelyn Hart;Caesar Vallelonga
500349;520.00;7100;Client support platform - Oct 2023;2023-10-27;23070303;60706330;2;Growth;marketplace_upgrade;client_support;2023-10;Client Services;Paris Morgan;Evelyn Hart
500386;10290.00;6200;recruiter;2023-10-27;23070303;23062302;2;Growth;marketplace_upgrade;recruiting;2023-10;People & Workplace;Paris Morgan;Bob Andrews
500329;2270.00;4200;Asset transport and handling;2023-10-30;63336966;23070303;2;Growth;marketplace_upgrade;logistics;2023-10;Logistics & Collections;Marcus Lee;Paris Morgan
500360;1900.00;2120;Engineering tools - Oct 2023;2023-10-30;37959476;23062301;2;Growth;marketplace_upgrade;software;2023-10;Software Engineering;Ethan Park;Caesar Vallelonga
500368;690.00;2120;AWS Oct 2023;2023-10-30;69733054;23062302;2;Growth;marketplace_upgrade;hosting;2023-10;Software Engineering;Aisha Patel;Bob Andrews
500372;1137.75;7100;Client support platform - Oct 2023;2023-10-30;23070303;64166280;2;Growth;marketplace_upgrade;client_support;2023-10;Client Services;Paris Morgan;Sofia Ramirez
500378;9953.14;4200;Asset transport and handling;2023-10-31;63336966;23062301;2;Growth;marketplace_upgrade;logistics;2023-10;Logistics & Collections;Marcus Lee;Caesar Vallelonga
500343;514.59;3100;Institutional partner travel - Nov 2023;2023-11-01;23062301;64166280;2;Growth;marketplace_upgrade;travel_partnerships;2023-11;Seller Partnerships;Caesar Vallelonga;Sofia Ramirez
500383;1730.00;2120;AWS Nov 2023;2023-11-01;26887263;23062301;2;Growth;marketplace_upgrade;hosting;2023-11;Software Engineering;Owen Brooks;Caesar Vallelonga
500335;3180.00;2120;AWS Nov 2023;2023-11-02;37959476;63336966;2;Growth;marketplace_upgrade;hosting;2023-11;Software Engineering;Ethan Park;Marcus Lee
500379;5760.00;4200;Asset transport and handling;2023-11-02;60706330;23062301;2;Growth;marketplace_upgrade;logistics;2023-11;Logistics & Collections;Evelyn Hart;Caesar Vallelonga
500298;1760.00;2300;External security review;2023-11-05;26887263;60706330;2;Growth;marketplace_upgrade;security;2023-11;IT & Security;Owen Brooks;Evelyn Hart
500297;1189.17;6200;Recruitment services - Nov 2023;2023-11-06;23070303;26887263;2;Growth;marketplace_upgrade;recruiting;2023-11;People & Workplace;Paris Morgan;Owen Brooks
500309;810.00;2120;Engineering tools - Nov 2023;2023-11-06;37959476;23062301;2;Growth;marketplace_upgrade;software;2023-11;Software Engineering;Ethan Park;Caesar Vallelonga
500356;520.00;2120;server;2023-11-06;37959476;23070303;2;Growth;marketplace_upgrade;hosting;2023-11;Software Engineering;Ethan Park;Paris Morgan
500325;1197.50;7200;Paid media campaign - Nov 2023;2023-11-07;23070303;23062301;2;Growth;marketplace_upgrade;marketing;2023-11;Communications;Paris Morgan;Caesar Vallelonga
500346;599.12;2120;Engineering tools - Nov 2023;2023-11-07;69733054;63336966;2;Growth;marketplace_upgrade;software;2023-11;Software Engineering;Aisha Patel;Marcus Lee
500363;3220.00;7200;Paid media campaign - Nov 2023;2023-11-07;23070303;60706330;2;Growth;marketplace_upgrade;marketing;2023-11;Communications;Paris Morgan;Evelyn Hart
500357;790.00;6200;employee setup;2023-11-08;23070303;60706330;2;Growth;marketplace_upgrade;onboarding;2023-11;People & Workplace;Paris Morgan;Evelyn Hart
500344;300.00;7100;Client support platform - Nov 2023;2023-11-09;95209691;23070303;2;Growth;marketplace_upgrade;client_support;2023-11;Client Services;Chloe Nguyen;Paris Morgan
500321;3850.00;4200;Asset transport and handling;2023-11-10;63336966;23070303;2;Growth;marketplace_upgrade;logistics;2023-11;Logistics & Collections;Marcus Lee;Paris Morgan
500323;1710.00;6120;Transaction processing support - Nov 2023;2023-11-10;87658927;23062301;2;Growth;marketplace_upgrade;transaction_ops;2023-11;Transaction Operations;Julian Ross;Caesar Vallelonga
500327;319.41;2120;Engineering tools - Nov 2023;2023-11-10;37959476;23062302;2;Growth;marketplace_upgrade;software;2023-11;Software Engineering;Ethan Park;Bob Andrews
500392;530.00;2120;AWS Nov 2023;2023-11-10;10945904;23070303;2;Growth;marketplace_upgrade;hosting;2023-11;Software Engineering;Mia Thompson;Paris Morgan
500326;1259.12;6200;Employee onboarding - Nov 2023;2023-11-11;33098996;23062302;2;Growth;marketplace_upgrade;onboarding;2023-11;People & Workplace;Gabriel Silva;Bob Andrews
500322;4680.00;5100;Outside counsel - corporate matters;2023-11-12;23070303;60706330;2;Growth;marketplace_upgrade;legal;2023-11;Legal;Paris Morgan;Evelyn Hart
500375;2158.43;6120;Transaction processing support - Nov 2023;2023-11-13;87658927;23062302;2;Growth;marketplace_upgrade;transaction_ops;2023-11;Transaction Operations;Julian Ross;Bob Andrews
500340;2430.00;2120;AWS Nov 2023;2023-11-14;10945904;64166280;2;Growth;marketplace_upgrade;hosting;2023-11;Software Engineering;Mia Thompson;Sofia Ramirez
500362;1730.00;6120;Transaction processing support - Nov 2023;2023-11-14;87658927;23062301;2;Growth;marketplace_upgrade;transaction_ops;2023-11;Transaction Operations;Julian Ross;Caesar Vallelonga
500304;15230.00;6200;Recruitment services - Nov 2023;2023-11-15;33098996;23062302;2;Growth;marketplace_upgrade;recruiting;2023-11;People & Workplace;Gabriel Silva;Bob Andrews
500337;10130.00;7200;Paid media campaign - Nov 2023;2023-11-15;23070303;23062302;2;Growth;marketplace_upgrade;marketing;2023-11;Communications;Paris Morgan;Bob Andrews
500347;511.01;2120;AWS Nov 2023;2023-11-15;37959476;23070303;2;Growth;marketplace_upgrade;hosting;2023-11;Software Engineering;Ethan Park;Paris Morgan
500374;5594.27;6120;reconciliation;2023-11-15;37959476;64166280;2;Growth;marketplace_upgrade;transaction_ops;2023-11;Transaction Operations;Ethan Park;Sofia Ramirez
500305;1179.03;2120;AWS Nov 2023;2023-11-16;37959476;26887263;2;Growth;marketplace_upgrade;hosting;2023-11;Software Engineering;Ethan Park;Owen Brooks
500306;14540.00;5100;Outside counsel - supplier agreement;2023-11-16;23070303;63336966;2;Growth;marketplace_upgrade;legal;2023-11;Legal;Paris Morgan;Marcus Lee
500352;4110.00;5100;Outside counsel - corporate matters;2023-11-16;23070303;23062301;2;Growth;marketplace_upgrade;legal;2023-11;Legal;Paris Morgan;Caesar Vallelonga
500359;600.00;2120;AWS Nov 2023;2023-11-16;72738553;23062301;2;Growth;marketplace_upgrade;hosting;2023-11;Software Engineering;Noah Chen;Caesar Vallelonga
500310;830.88;2120;server;2023-11-17;26887263;23062301;2;Growth;marketplace_upgrade;hosting;2023-11;Software Engineering;Owen Brooks;Caesar Vallelonga
500318;9750.00;6200;Recruitment services - Nov 2023;2023-11-17;33098996;23070303;2;Growth;marketplace_upgrade;recruiting;2023-11;People & Workplace;Gabriel Silva;Paris Morgan
500351;450.00;2120;Engineering tools - Nov 2023;2023-11-17;10945904;60706330;2;Growth;marketplace_upgrade;software;2023-11;Software Engineering;Mia Thompson;Evelyn Hart
500394;291.28;2120;Engineering tools - Nov 2023;2023-11-17;72738553;23070303;2;Growth;marketplace_upgrade;software;2023-11;Software Engineering;Noah Chen;Paris Morgan
500350;970.00;2120;server;2023-11-18;37959476;23062302;2;Growth;marketplace_upgrade;hosting;2023-11;Software Engineering;Ethan Park;Bob Andrews
500409;520.00;2120;Engineering tools - Nov 2023;2023-11-19;69733054;60706330;2;Growth;viral_growth;software;2023-11;Software Engineering;Aisha Patel;Evelyn Hart
500427;822.59;2120;Additional cloud capacity - November;2023-11-20;72738553;60706330;2;Growth;viral_growth;hosting;2023-11;Software Engineering;Noah Chen;Evelyn Hart
500454;1280.00;2120;Production hosting - traffic expansion;2023-11-20;37959476;63336966;2;Growth;viral_growth;hosting;2023-11;Software Engineering;Ethan Park;Marcus Lee
500458;3380.00;2300;External security review;2023-11-20;26887263;60706330;2;Growth;viral_growth;security;2023-11;IT & Security;Owen Brooks;Evelyn Hart
500470;2998.91;7100;Temporary customer support coverage;2023-11-20;95209691;64166280;2;Growth;viral_growth;client_support;2023-11;Client Services;Chloe Nguyen;Sofia Ramirez
500479;14230.00;6200;Recruitment services - Nov 2023;2023-11-20;33098996;64166280;2;Growth;viral_growth;recruiting;2023-11;People & Workplace;Gabriel Silva;Sofia Ramirez
500510;1300.00;7200;Paid media campaign - Nov 2023;2023-11-20;23070303;64166280;2;Growth;viral_growth;marketing;2023-11;Communications;Paris Morgan;Sofia Ramirez
500520;3940.00;5200;verification;2023-11-20;23070303;64166280;2;Growth;viral_growth;kyc;2023-11;Compliance & Investigations;Paris Morgan;Sofia Ramirez
500490;1260.00;7100;Client support platform - Nov 2023;2023-11-21;95209691;23062302;2;Growth;viral_growth;client_support;2023-11;Client Services;Chloe Nguyen;Bob Andrews
500500;4351.57;7100;Support contractor coverage;2023-11-21;95209691;64166280;2;Growth;viral_growth;client_support;2023-11;Client Services;Chloe Nguyen;Sofia Ramirez
500539;2400.00;2120;Engineering tools - Nov 2023;2023-11-21;37959476;23070303;2;Growth;viral_growth;software;2023-11;Software Engineering;Ethan Park;Paris Morgan
500545;1163.14;6110;Accounting support - Nov 2023;2023-11-21;23062301;63336966;2;Growth;viral_growth;accounting;2023-11;Accounting & Treasury;Caesar Vallelonga;Marcus Lee
500402;5153.16;4200;Asset transport and handling;2023-11-22;60706330;26887263;2;Growth;viral_growth;logistics;2023-11;Logistics & Collections;Evelyn Hart;Owen Brooks
500429;1461.39;7100;Support contractor coverage;2023-11-22;95209691;64166280;2;Growth;viral_growth;client_support;2023-11;Client Services;Chloe Nguyen;Sofia Ramirez
500461;504.20;6200;Employee onboarding - Nov 2023;2023-11-22;33098996;63336966;2;Growth;viral_growth;onboarding;2023-11;People & Workplace;Gabriel Silva;Marcus Lee
500431;330.00;2120;Engineering tools - Nov 2023;2023-11-23;72738553;23070303;2;Growth;viral_growth;software;2023-11;Software Engineering;Noah Chen;Paris Morgan
500432;240.00;2120;Engineering tools - Nov 2023;2023-11-23;37959476;64166280;2;Growth;viral_growth;software;2023-11;Software Engineering;Ethan Park;Sofia Ramirez
500465;1210.00;6200;Employee onboarding - Nov 2023;2023-11-23;33098996;23062301;2;Growth;viral_growth;onboarding;2023-11;People & Workplace;Gabriel Silva;Caesar Vallelonga
500518;5543.54;6200;Recruitment services - Nov 2023;2023-11-23;33098996;60706330;2;Growth;viral_growth;recruiting;2023-11;People & Workplace;Gabriel Silva;Evelyn Hart
500442;6560.00;2300;External security review;2023-11-24;26887263;23062302;2;Growth;viral_growth;security;2023-11;IT & Security;Owen Brooks;Bob Andrews
500469;3540.00;2300;External security review;2023-11-24;26887263;23062302;2;Growth;viral_growth;security;2023-11;IT & Security;Owen Brooks;Bob Andrews
500534;18137.50;6200;Recruitment services - Nov 2023;2023-11-24;33098996;64166280;2;Growth;viral_growth;recruiting;2023-11;People & Workplace;Gabriel Silva;Sofia Ramirez
500494;5180.00;6200;Recruitment services - Nov 2023;2023-11-25;33098996;26887263;2;Growth;viral_growth;recruiting;2023-11;People & Workplace;Gabriel Silva;Owen Brooks
500526;480.00;2120;Engineering tools - Nov 2023;2023-11-25;69733054;23062301;2;Growth;viral_growth;software;2023-11;Software Engineering;Aisha Patel;Caesar Vallelonga
500449;3920.00;2120;Cloud infrastructure - Nov 2023;2023-11-26;37959476;23062301;2;Growth;viral_growth;hosting;2023-11;Software Engineering;Ethan Park;Caesar Vallelonga
500408;1911.31;7200;Paid media campaign - Nov 2023;2023-11-27;23070303;60706330;2;Growth;viral_growth;marketing;2023-11;Communications;Paris Morgan;Evelyn Hart
500421;2718.37;6120;Transaction processing support - Nov 2023;2023-11-27;87658927;23062301;2;Growth;viral_growth;transaction_ops;2023-11;Transaction Operations;Julian Ross;Caesar Vallelonga
500424;4781.18;2120;Production hosting - traffic expansion;2023-11-27;10945904;NULL;2;Growth;viral_growth;hosting;2023-11;Software Engineering;Mia Thompson;NULL
500504;1390.00;6200;Workplace supplies - Nov 2023;2023-11-27;33098996;64166280;2;Growth;viral_growth;office;2023-11;People & Workplace;Gabriel Silva;Sofia Ramirez
500523;3470.00;7200;Paid media campaign - Nov 2023;2023-11-27;23070303;60706330;2;Growth;viral_growth;marketing;2023-11;Communications;Paris Morgan;Evelyn Hart
500423;4859.90;6200;Recruitment services - Nov 2023;2023-11-28;33098996;63336966;2;Growth;viral_growth;recruiting;2023-11;People & Workplace;Gabriel Silva;Marcus Lee
500459;3740.00;2120;Production hosting - traffic expansion;2023-11-28;10945904;23062302;2;Growth;viral_growth;hosting;2023-11;Software Engineering;Mia Thompson;Bob Andrews
500464;1930.00;4200;Asset transport and handling;2023-11-28;60706330;23062301;2;Growth;viral_growth;logistics;2023-11;Logistics & Collections;Evelyn Hart;Caesar Vallelonga
500491;690.00;2120;Cloud infrastructure - Nov 2023;2023-11-28;37959476;63336966;2;Growth;viral_growth;hosting;2023-11;Software Engineering;Ethan Park;Marcus Lee
500530;4110.00;6200;Recruitment services - Nov 2023;2023-11-28;33098996;23062302;2;Growth;viral_growth;recruiting;2023-11;People & Workplace;Gabriel Silva;Bob Andrews
500537;2280.00;7100;Support contractor coverage;2023-11-29;95209691;64166280;2;Growth;viral_growth;client_support;2023-11;Client Services;Chloe Nguyen;Sofia Ramirez
500410;6699.08;7200;Communications advisory - Nov 2023;2023-11-30;23070303;23062301;2;Growth;viral_growth;pr;2023-11;Communications;Paris Morgan;Caesar Vallelonga
500419;12200.00;6200;Recruitment services - Nov 2023;2023-11-30;33098996;64166280;2;Growth;viral_growth;recruiting;2023-11;People & Workplace;Gabriel Silva;Sofia Ramirez
500435;387.67;7100;Temporary customer support coverage;2023-11-30;95209691;26887263;2;Growth;viral_growth;client_support;2023-11;Client Services;Chloe Nguyen;Owen Brooks
500447;3134.78;6200;Recruitment services - Nov 2023;2023-11-30;33098996;23062301;2;Growth;viral_growth;recruiting;2023-11;People & Workplace;Gabriel Silva;Caesar Vallelonga
500453;8350.00;5100;Outside counsel - supplier agreement;2023-11-30;23062301;23062302;2;Growth;viral_growth;legal;2023-11;Legal;Caesar Vallelonga;Bob Andrews
500484;4669.77;2120;Additional cloud capacity - November;2023-11-30;22619675;23062301;2;Growth;viral_growth;hosting;2023-11;Software Engineering;Maya Singh;Caesar Vallelonga
500497;1400.00;7100;Temporary customer support coverage;2023-11-30;95209691;23062302;2;Growth;viral_growth;client_support;2023-11;Client Services;Chloe Nguyen;Bob Andrews
500437;2450.00;6120;Transaction processing support - Dec 2023;2023-12-01;87658927;23062301;2;Growth;viral_growth;transaction_ops;2023-12;Transaction Operations;Julian Ross;Caesar Vallelonga
500489;3290.00;2300;External security review;2023-12-01;26887263;23070303;2;Growth;viral_growth;security;2023-12;IT & Security;Owen Brooks;Paris Morgan
500501;3130.00;7100;Temporary customer support coverage;2023-12-01;95209691;60706330;2;Growth;viral_growth;client_support;2023-12;Client Services;Chloe Nguyen;Evelyn Hart
500540;1920.00;5200;Buyer verification services - Dec 2023;2023-12-01;23070303;23062302;2;Growth;viral_growth;kyc;2023-12;Compliance & Investigations;Paris Morgan;Bob Andrews
500455;2231.00;7200;Paid media campaign - Dec 2023;2023-12-04;23070303;23062302;2;Growth;viral_growth;marketing;2023-12;Communications;Paris Morgan;Bob Andrews
500496;7570.00;5100;Outside counsel - corporate matters;2023-12-04;23062301;23070303;2;Growth;viral_growth;legal;2023-12;Legal;Caesar Vallelonga;Paris Morgan
500498;1170.00;6200;Recruitment services - Dec 2023;2023-12-04;33098996;23070303;2;Growth;viral_growth;recruiting;2023-12;People & Workplace;Gabriel Silva;Paris Morgan
500531;7180.00;2300;External security review;2023-12-04;84921849;23062301;2;Growth;viral_growth;security;2023-12;IT & Security;Elena Garcia;Caesar Vallelonga
500420;1830.00;5100;Outside counsel - commercial terms;2023-12-05;23062301;63336966;2;Growth;viral_growth;legal;2023-12;Legal;Caesar Vallelonga;Marcus Lee
500456;358.61;2120;Cloud infrastructure - Nov 2023;2023-12-05;10945904;23070303;2;Growth;viral_growth;hosting;2023-12;Software Engineering;Mia Thompson;Paris Morgan
500468;946.91;7100;Support contractor coverage;2023-12-05;95209691;23062302;2;Growth;viral_growth;client_support;2023-12;Client Services;Chloe Nguyen;Bob Andrews
500513;2130.00;2120;Additional cloud capacity - November;2023-12-05;10945904;23062301;2;Growth;viral_growth;hosting;2023-12;Software Engineering;Mia Thompson;Caesar Vallelonga
500399;365.85;2120;Engineering tools - Dec 2023;2023-12-06;22619675;23070303;2;Growth;viral_growth;software;2023-12;Software Engineering;Maya Singh;Paris Morgan
500400;2093.23;6120;Transaction processing support - Dec 2023;2023-12-06;87658927;60706330;2;Growth;viral_growth;transaction_ops;2023-12;Transaction Operations;Julian Ross;Evelyn Hart
500471;5260.00;7200;Communications advisory - Dec 2023;2023-12-06;23070303;23062301;2;Growth;viral_growth;pr;2023-12;Communications;Paris Morgan;Caesar Vallelonga
500483;2789.45;6110;Accounting support - Dec 2023;2023-12-06;23062301;64166280;2;Growth;viral_growth;accounting;2023-12;Accounting & Treasury;Caesar Vallelonga;Sofia Ramirez
500521;6620.00;5200;verification;2023-12-06;59497116;23062301;2;Growth;viral_growth;kyc;2023-12;Compliance & Investigations;Rebecca Stone;Caesar Vallelonga
500463;6600.00;7200;Paid media campaign - Dec 2023;2023-12-07;23070303;63336966;2;Growth;viral_growth;marketing;2023-12;Communications;Paris Morgan;Marcus Lee
500488;950.00;2120;Additional cloud capacity - November;2023-12-07;22619675;23070303;2;Growth;viral_growth;hosting;2023-12;Software Engineering;Maya Singh;Paris Morgan
500502;930.00;7200;Paid media campaign - Dec 2023;2023-12-07;23070303;23062302;2;Growth;viral_growth;marketing;2023-12;Communications;Paris Morgan;Bob Andrews
500508;2430.00;6200;Recruitment services - Dec 2023;2023-12-07;33098996;NULL;2;Growth;viral_growth;recruiting;2023-12;People & Workplace;Gabriel Silva;NULL
500514;540.00;4200;Asset transport and handling;2023-12-07;60706330;26887263;2;Growth;viral_growth;logistics;2023-12;Logistics & Collections;Evelyn Hart;Owen Brooks
500533;1000.00;2120;Production hosting - traffic expansion;2023-12-07;26887263;23062302;2;Growth;viral_growth;hosting;2023-12;Software Engineering;Owen Brooks;Bob Andrews
500398;978.71;7100;Support contractor coverage;2023-12-08;95209691;23070303;2;Growth;viral_growth;client_support;2023-12;Client Services;Chloe Nguyen;Paris Morgan
500441;4400.00;7100;Support contractor coverage;2023-12-09;95209691;23062301;2;Growth;viral_growth;client_support;2023-12;Client Services;Chloe Nguyen;Caesar Vallelonga
500516;12720.00;7200;Communications advisory - Dec 2023;2023-12-09;23070303;64166280;2;Growth;viral_growth;pr;2023-12;Communications;Paris Morgan;Sofia Ramirez
500522;11080.00;7200;Communications advisory - Dec 2023;2023-12-09;23070303;60706330;2;Growth;viral_growth;pr;2023-12;Communications;Paris Morgan;Evelyn Hart
500480;15050.00;7200;Communications advisory - Dec 2023;2023-12-10;23070303;60706330;2;Growth;viral_growth;pr;2023-12;Communications;Paris Morgan;Evelyn Hart
500506;1490.00;6200;Employee onboarding - Dec 2023;2023-12-10;33098996;63336966;2;Growth;viral_growth;onboarding;2023-12;People & Workplace;Gabriel Silva;Marcus Lee
500396;3870.00;2300;External security review;2023-12-11;26887263;23121126;2;Growth;viral_growth;security;2023-12;IT & Security;Owen Brooks;Elvis Romero
500425;1320.00;6200;Recruitment services - Dec 2023;2023-12-11;33098996;63336966;2;Growth;viral_growth;recruiting;2023-12;People & Workplace;Gabriel Silva;Marcus Lee
500451;1169.04;2120;Cloud infrastructure - Nov 2023;2023-12-11;10945904;23062301;2;Growth;viral_growth;hosting;2023-12;Software Engineering;Mia Thompson;Caesar Vallelonga
500474;4510.00;7200;Paid media campaign - Dec 2023;2023-12-11;23070303;23062302;2;Growth;viral_growth;marketing;2023-12;Communications;Paris Morgan;Bob Andrews
500495;5033.94;7100;Temporary customer support coverage;2023-12-11;95209691;23070303;2;Growth;viral_growth;client_support;2023-12;Client Services;Chloe Nguyen;Paris Morgan
500505;1740.00;6120;Transaction processing support - Dec 2023;2023-12-11;87658927;23062302;2;Growth;viral_growth;transaction_ops;2023-12;Transaction Operations;Julian Ross;Bob Andrews
500414;2640.00;7200;Paid media campaign - Dec 2023;2023-12-12;23070303;23062301;2;Growth;viral_growth;marketing;2023-12;Communications;Paris Morgan;Caesar Vallelonga
500448;1040.00;2300;External security review;2023-12-12;26887263;64166280;2;Growth;viral_growth;security;2023-12;IT & Security;Owen Brooks;Sofia Ramirez
500482;1300.19;6200;Workplace supplies - Dec 2023;2023-12-12;33098996;23070303;2;Growth;viral_growth;office;2023-12;People & Workplace;Gabriel Silva;Paris Morgan
500519;5840.00;7200;Communications advisory - Dec 2023;2023-12-12;23070303;60706330;2;Growth;viral_growth;pr;2023-12;Communications;Paris Morgan;Evelyn Hart
500544;760.00;7100;Temporary customer support coverage;2023-12-12;95209691;23062301;2;Growth;viral_growth;client_support;2023-12;Client Services;Chloe Nguyen;Caesar Vallelonga
500486;1799.53;6200;employee setup;2023-12-13;33098996;23062301;2;Growth;viral_growth;onboarding;2023-12;People & Workplace;Gabriel Silva;Caesar Vallelonga
500525;1110.00;7200;Paid media campaign - Dec 2023;2023-12-13;23070303;23121126;2;Growth;viral_growth;marketing;2023-12;Communications;Paris Morgan;Elvis Romero
500397;11150.00;6200;recruiter;2023-12-14;33098996;23062301;2;Growth;viral_growth;recruiting;2023-12;People & Workplace;Gabriel Silva;Caesar Vallelonga
500426;1210.00;6200;Employee onboarding - Dec 2023;2023-12-14;33098996;23070303;2;Growth;viral_growth;onboarding;2023-12;People & Workplace;Gabriel Silva;Paris Morgan
500478;4840.00;6200;Recruitment services - Dec 2023;2023-12-14;33098996;23121126;2;Growth;viral_growth;recruiting;2023-12;People & Workplace;Gabriel Silva;Elvis Romero
500527;27530.00;7200;Communications advisory - Dec 2023;2023-12-14;23070303;23062301;2;Growth;viral_growth;pr;2023-12;Communications;Paris Morgan;Caesar Vallelonga
500417;3460.00;6200;Workplace supplies - Dec 2023;2023-12-15;33098996;23070303;2;Growth;viral_growth;office;2023-12;People & Workplace;Gabriel Silva;Paris Morgan
500443;1790.00;2120;Cloud infrastructure - Nov 2023;2023-12-15;37959476;26887263;2;Growth;viral_growth;hosting;2023-12;Software Engineering;Ethan Park;Owen Brooks
